;;
1;4100026033;
1;4100026034;
1;4100063552;
1;4100063770;
1;4100069081;
1;4100077814;
1;4100077950;
1;4100080910;
1;4100083862;
1;4100086352;
1;4100110454;
1;4100110913;
1;4100130624;
1;4100135259;
1;4100145799;
1;4100149855;
1;4100155316;
1;4100156936;
1;4100160910;
1;4100181322;
1;4501442825;
1;4501442826;
1;4501463745;
1;4501480355;
1;4501506752;
1;4501587502;
1;4501603150;
1;4501608531;
1;4501663122;
1;4501672121;
1;4501682853;
1;4501690942;
1;4501740982;
1;4501789070;
1;4501794963;
1;4501820787;
1;4501866250;
1;4501992633;
1;4502070293;
1;4502070577;
1;4502091839;
1;4502187571;
1;4502188692;
1;4502214057;
1;4502260130;
1;4502401433;
1;4502452114;
1;4502657081;
1;5500021755;
1;5500035738;
1;5900018414;
1;5900018610;
1;5900018624;
1;5900018665;
1;5900018681;
1;5900018714;
1;5900020552;
1;5900022735;
1;5900026033;
1;5900026974;
1;5900027024;
1;5900027093;
1;5900027382;
1;5900027429;
1;5900027957;
1;5900028216;
1;5900029968;
1;5900030503;
1;5900030800;
1;5900030841;
1;5900032030;
1;5900032090;
1;5900032732;
1;5900033854;
1;5900033889;
1;5900034098;
1;5900034345;
1;5900034912;
1;5900035373;
1;5900035405;
1;5900037447;
1;5900038813;
1;5900039457;
1;unknown;
